chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr10	100185530	100188029	NM_001347857	ERLIN1	promoter_10861	1.8754517926794	5	0	TRUE	NA	NA
chr10	100185530	100188029	NR_144756	ERLIN1	promoter_10862	1.8754517926794	5	0	TRUE	NA	NA
chr10	100185530	100188029	NR_144755	ERLIN1	promoter_10863	1.8754517926794	5	0	TRUE	NA	NA
chr10	100185530	100188029	NR_144758	ERLIN1	promoter_10864	1.8754517926794	5	0.00346708307307933	TRUE	NA	NA
chr10	100185530	100188029	NM_006459	ERLIN1	promoter_10865	1.8754517926794	5	0.00654755632446035	TRUE	NA	NA
chr10	100229111	100231610	NM_001320928	CHUK	promoter_10866	1.78954904285869	5	0	TRUE	3.76009482135509	TRUE
chr10	100229097	100231596	NM_001278	CHUK	promoter_10867	1.78954904285869	5	0	TRUE	3.76009482135509	TRUE
chr10	100267139	100269638	NM_001303406	CWF19L1	promoter_10868	1.89410883063274	5	0	TRUE	NA	NA
chr10	100267139	100269638	NM_018294	CWF19L1	promoter_10869	1.89410883063274	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366581	SRRM1	promoter_1087	2.9325484748701	5	0	TRUE	NA	NA
chr10	100267139	100269638	NM_001303404	CWF19L1	promoter_10870	1.89410883063274	5	0	TRUE	NA	NA
chr10	100267139	100269638	NM_001303407	CWF19L1	promoter_10871	1.89410883063274	5	0	TRUE	NA	NA
chr10	100267139	100269638	NM_001303405	CWF19L1	promoter_10872	1.89410883063274	5	0	TRUE	NA	NA
chr10	100285865	100288364	NM_001001342	BLOC1S2	promoter_10875	NA	NA	NA	NA	4.65550383652447	TRUE
chr10	100285879	100288378	NM_001282438	BLOC1S2	promoter_10878	NA	NA	NA	NA	4.65550383652447	TRUE
chr1	24641301	24643800	NM_001366573	SRRM1	promoter_1088	2.9325484748701	5	0	TRUE	NA	NA
chr10	100371575	100374074	NR_026762	OLMALINC	promoter_10883	2.03994932817888	7	0	TRUE	NA	NA
chr10	100519362	100521861	NM_015490	SEC31B	promoter_10885	2.68727569902922	8	0	TRUE	4.45605167596552	TRUE
chr1	24641301	24643800	NM_001366571	SRRM1	promoter_1089	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366569	SRRM1	promoter_1090	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366595	SRRM1	promoter_1091	2.9325484748701	5	0	TRUE	NA	NA
chr10	100995070	100997569	NM_032429	LZTS2	promoter_10918	1.92163935988545	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366578	SRRM1	promoter_1092	2.9325484748701	5	0	TRUE	NA	NA
chr10	101000496	101002995	NM_001318101	LZTS2	promoter_10921	1.90451961270853	7	0	TRUE	NA	NA
chr10	101059988	101062487	NM_030929	KAZALD1	promoter_10927	2.51225058419557	6	0	TRUE	NA	NA
chr10	101059988	101062487	NM_001319303	KAZALD1	promoter_10928	2.51225058419557	6	0	TRUE	NA	NA
chr10	101059988	101062487	NR_135067	KAZALD1	promoter_10929	2.51225058419557	6	0.00346708307307933	TRUE	NA	NA
chr1	24641301	24643800	NM_001366577	SRRM1	promoter_1093	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366576	SRRM1	promoter_1094	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366594	SRRM1	promoter_1095	2.9325484748701	5	0	TRUE	NA	NA
chr10	101694796	101697295	NM_001323541	FBXW4	promoter_10956	1.95421619937947	7	0	TRUE	NA	NA
chr10	101694671	101697170	NR_136613	FBXW4	promoter_10957	1.80623270905077	7	0	TRUE	NA	NA
chr10	101694671	101697170	NM_022039	FBXW4	promoter_10958	1.80623270905077	7	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366585	SRRM1	promoter_1096	2.9325484748701	5	0	TRUE	NA	NA
chr10	101817966	101820465	NM_001142434	OGA	promoter_10965	2.06161991095333	9	0	TRUE	4.91505901822409	TRUE
chr10	101817945	101820444	NM_012215	OGA	promoter_10966	2.06161991095333	9	0	TRUE	4.91505901822409	TRUE
chr10	101817067	101819566	NR_045118	KCNIP2-AS1	promoter_10967	NA	NA	NA	NA	4.91505901822409	TRUE
chr1	24641301	24643800	NM_001366587	SRRM1	promoter_1097	2.9325484748701	5	0	TRUE	NA	NA
chr10	102055674	102058173	NM_024541	ARMH3	promoter_10975	2.29687373358337	5	0	TRUE	4.46575654268547	TRUE
chr10	102063348	102065847	NM_024747	HPS6	promoter_10976	2.50349775028774	8	0	TRUE	NA	NA
chr10	102114503	102117002	NM_003893	LDB1	promoter_10977	2.46723711590738	5	0	TRUE	NA	NA
chr1	24641301	24643800	NM_001366599	SRRM1	promoter_1098	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159379	SRRM1	promoter_1099	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159380	SRRM1	promoter_1100	2.9325484748701	5	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159391	SRRM1	promoter_1101	2.9325484748701	5	0	TRUE	NA	NA
chr10	102432075	102434574	NM_024040	CUEDC2	promoter_11012	2.55018768698318	13	0	TRUE	NA	NA
chr10	102451044	102453543	NM_001363580	C10orf95	promoter_11016	2.42757867179594	7	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159389	SRRM1	promoter_1102	2.9325484748701	5	0	TRUE	NA	NA
chr10	102774220	102776719	NM_017787	WBP1L	promoter_11029	1.9066683852959	6	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159388	SRRM1	promoter_1103	2.9325484748701	5	0	TRUE	NA	NA
chr10	102836914	102839413	NM_000102	CYP17A1	promoter_11030	2.09094868350561	5	0	TRUE	4.04722868278263	TRUE
chr10	102867469	102869968	NM_020682	AS3MT	promoter_11034	2.33005317732971	9	0	TRUE	3.84957343726082	TRUE
chr10	102917836	102920335	NR_160733	LOC107984265	promoter_11035	2.67028369680076	8	0	TRUE	5.01790731498683	TRUE
chr10	102916293	102918792	NM_199076	CNNM2	promoter_11036	2.33372754774955	7	0.00654755632446035	TRUE	NA	NA
chr10	102916293	102918792	NM_017649	CNNM2	promoter_11037	2.33372754774955	7	0	TRUE	NA	NA
chr10	102916317	102918816	NM_199077	CNNM2	promoter_11038	2.33372754774955	7	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351187	NT5C2	promoter_11039	2.8916406718309	16	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159387	SRRM1	promoter_1104	2.9325484748701	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351186	NT5C2	promoter_11040	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351197	NT5C2	promoter_11041	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_012229	NT5C2	promoter_11042	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351188	NT5C2	promoter_11045	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351194	NT5C2	promoter_11046	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351196	NT5C2	promoter_11049	2.8916406718309	16	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159386	SRRM1	promoter_1105	2.9325484748701	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351195	NT5C2	promoter_11050	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351171	NT5C2	promoter_11052	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351170	NT5C2	promoter_11053	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351172	NT5C2	promoter_11055	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351184	NT5C2	promoter_11056	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351183	NT5C2	promoter_11057	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351182	NT5C2	promoter_11058	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351181	NT5C2	promoter_11059	2.8916406718309	16	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159385	SRRM1	promoter_1106	2.9325484748701	5	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351180	NT5C2	promoter_11060	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351178	NT5C2	promoter_11062	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351177	NT5C2	promoter_11063	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351176	NT5C2	promoter_11064	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351175	NT5C2	promoter_11065	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192807	103195306	NM_001351185	NT5C2	promoter_11067	2.8916406718309	16	0	TRUE	NA	NA
chr10	103192773	103195272	NM_001134373	NT5C2	promoter_11068	2.8425851125018	15	0	TRUE	NA	NA
chr10	103192773	103195272	NM_001351169	NT5C2	promoter_11069	2.8425851125018	15	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159384	SRRM1	promoter_1107	2.9325484748701	5	0	TRUE	NA	NA
chr10	103365975	103368474	NM_006951	TAF5	promoter_11074	2.45522321931245	13	0	TRUE	NA	NA
chr10	103365975	103368474	NM_139052	TAF5	promoter_11075	2.45522321931245	13	0	TRUE	NA	NA
chr10	103393902	103396401	NR_031707	MIR1307	promoter_11079	2.50674745931612	11	0	TRUE	4.80910790272334	TRUE
chr1	24641301	24643800	NR_159378	SRRM1	promoter_1108	2.9325484748701	5	0	TRUE	NA	NA
chr10	103394625	103397124	NM_014976	PDCD11	promoter_11080	2.22873397866569	8	0	TRUE	4.80910790272334	TRUE
chr1	24641301	24643800	NR_159383	SRRM1	promoter_1109	2.9325484748701	5	0	TRUE	NA	NA
chr10	103917685	103920184	NM_024928	STN1	promoter_11092	NA	NA	NA	NA	4.06213934712632	TRUE
chr10	103965139	103967638	NM_001304743	SLK	promoter_11093	2.01602618478839	6	0	TRUE	NA	NA
chr10	103965139	103967638	NM_014720	SLK	promoter_11094	2.01602618478839	6	0	TRUE	NA	NA
chr1	24641301	24643800	NR_159382	SRRM1	promoter_1110	2.9325484748701	5	0	TRUE	NA	NA
chr10	104267906	104270405	NR_039702	MIR4482	promoter_11106	2.87030193387568	9	0	TRUE	5.77765054006914	TRUE
chr10	104266872	104269371	NM_001191013	GSTO2	promoter_11107	2.25393444686613	6	0	TRUE	5.77765054006914	TRUE
chr10	104267183	104269682	NM_183239	GSTO2	promoter_11108	2.35919177005606	7	0	TRUE	5.77765054006914	TRUE
chr10	104333406	104335905	NM_033397	ITPRIP	promoter_11112	2.16096887585281	6	0	TRUE	NA	NA
chr10	104353076	104355575	NR_108036	CFAP58-DT	promoter_11115	1.93726017499361	5	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324131	XPNPEP1	promoter_11131	2.41971088232325	7	0	TRUE	NA	NA
chr10	109922747	109925246	NM_001324136	XPNPEP1	promoter_11132	2.35352468807037	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324128	XPNPEP1	promoter_11133	2.41971088232325	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324135	XPNPEP1	promoter_11134	2.41971088232325	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324134	XPNPEP1	promoter_11135	2.41971088232325	7	0	TRUE	NA	NA
chr10	109923054	109925553	NM_001167604	XPNPEP1	promoter_11136	2.50622461531106	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324132	XPNPEP1	promoter_11137	2.41971088232325	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_001324133	XPNPEP1	promoter_11138	2.41971088232325	7	0	TRUE	NA	NA
chr10	109923012	109925511	NM_020383	XPNPEP1	promoter_11139	2.41971088232325	7	0	TRUE	NA	NA
chr10	110005983	110008482	NM_001121	ADD3	promoter_11145	1.98680053274453	6	0	TRUE	NA	NA
chr10	110005983	110008482	NM_001320594	ADD3	promoter_11146	1.98680053274453	6	0	TRUE	NA	NA
chr10	110304421	110306920	NM_005871	SMNDC1	promoter_11152	1.90649605699712	5	0	TRUE	4.72981394367895	TRUE
chr10	110495906	110498405	NM_004419	DUSP5	promoter_11153	2.77405232020856	8	0	TRUE	NA	NA
chr10	110565694	110568193	NM_005445	SMC3	promoter_11154	NA	NA	NA	NA	3.62185942000189	TRUE
chr10	110870405	110872904	NR_026932	PDCD4-AS1	promoter_11156	2.93707609882617	8	0	TRUE	5.51730640946029	TRUE
chr10	110869794	110872293	NM_001199492	PDCD4	promoter_11157	2.4973190604114	8	0	TRUE	5.51730640946029	TRUE
chr10	110869794	110872293	NM_145341	PDCD4	promoter_11158	2.4973190604114	8	0	TRUE	5.51730640946029	TRUE
chr10	110869927	110872426	NM_014456	PDCD4	promoter_11159	2.70780756828163	8	0	TRUE	5.51730640946029	TRUE
chr10	112183266	112185765	NM_001244949	GPAM	promoter_11175	2.6641079975941	9	0	TRUE	NA	NA
chr10	112183266	112185765	NM_020918	GPAM	promoter_11176	2.6641079975941	9	0	TRUE	NA	NA
chr10	112299189	112301688	NR_106772	MIR6715B	promoter_11178	2.12992628709122	7	0	TRUE	NA	NA
chr10	112297611	112300110	NR_106771	MIR6715A	promoter_11179	2.60837155835706	13	0	TRUE	NA	NA
chr10	112372115	112374614	NM_203379	ACSL5	promoter_11181	2.63586293930235	7	0	TRUE	4.65455535491181	TRUE
chr10	112373264	112375763	NM_203380	ACSL5	promoter_11182	NA	NA	NA	NA	4.65455535491181	TRUE
chr10	112821495	112823994	NR_120684	LOC103344931	promoter_11205	2.24954054546578	7	0	TRUE	NA	NA
chr10	113043354	113045853	NR_132769	SNORA87	promoter_11221	2.85692755724973	12	0	TRUE	NA	NA
chr10	113124632	113127131	NM_001349871	TCF7L2	promoter_11222	2.99438385931137	14	0	TRUE	6.04695613025479	TRUE
chr10	113124632	113127131	NM_001349871	TCF7L2	promoter_11222	2.99438385931137	14	0	TRUE	6.04695613025479	TRUE
chr10	113124632	113127131	NM_001349871	TCF7L2	promoter_11222	2.99438385931137	14	0	TRUE	6.04695613025479	TRUE
chr10	113127270	113129769	NM_001349870	TCF7L2	promoter_11223	3.65444640020886	20	0	TRUE	5.76304713730994	TRUE
chr1	25247020	25249519	NR_135778	RSRP1	promoter_1124	2.5450541183664	13	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135785	RSRP1	promoter_1125	2.5450541183664	13	0	TRUE	NA	NA
chr1	25267426	25269925	NR_135777	RSRP1	promoter_1126	2.70736198805245	11	0	TRUE	NA	NA
chr10	114631898	114634397	NM_001352440	ABLIM1	promoter_11286	2.37711080095207	9	0	TRUE	NA	NA
chr10	114631898	114634397	NM_001352441	ABLIM1	promoter_11288	2.37711080095207	9	0	TRUE	NA	NA
chr10	114526414	114528913	NM_001322890	ABLIM1	promoter_11289	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322895	ABLIM1	promoter_11290	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322892	ABLIM1	promoter_11291	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001352443	ABLIM1	promoter_11292	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322900	ABLIM1	promoter_11293	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322888	ABLIM1	promoter_11294	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322899	ABLIM1	promoter_11296	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322898	ABLIM1	promoter_11297	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322894	ABLIM1	promoter_11298	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322893	ABLIM1	promoter_11299	NA	NA	NA	NA	3.89227778562269	TRUE
chr1	25247020	25249519	NR_135144	RSRP1	promoter_1130	2.5450541183664	13	0	TRUE	NA	NA
chr10	114526414	114528913	NM_001322896	ABLIM1	promoter_11300	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114613237	114615736	NM_001352442	ABLIM1	promoter_11301	1.88670086394776	5	0	TRUE	NA	NA
chr10	114526414	114528913	NM_001322897	ABLIM1	promoter_11302	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_001322891	ABLIM1	promoter_11303	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114526414	114528913	NM_006720	ABLIM1	promoter_11306	NA	NA	NA	NA	3.89227778562269	TRUE
chr1	25247020	25249519	NR_135143	RSRP1	promoter_1131	2.5450541183664	13	0	TRUE	NA	NA
chr10	114526414	114528913	NM_001322889	ABLIM1	promoter_11311	NA	NA	NA	NA	3.89227778562269	TRUE
chr10	114819779	114822278	NM_020940	FAM160B1	promoter_11313	2.44477172053442	8	0	TRUE	4.93814712860556	TRUE
chr10	114819779	114822278	NM_001135051	FAM160B1	promoter_11314	2.44477172053442	8	0	TRUE	4.93814712860556	TRUE
chr10	116255296	116257795	NM_001348099	GFRA1	promoter_11320	2.42661857424759	9	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135783	RSRP1	promoter_1133	2.5450541183664	13	0	TRUE	NA	NA
chr10	116194290	116196789	NR_145811	SNORD158	promoter_11332	1.96631634755117	5	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135782	RSRP1	promoter_1134	2.5450541183664	13	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135781	RSRP1	promoter_1135	2.5450541183664	13	0	TRUE	NA	NA
chr1	25247020	25249519	NR_135780	RSRP1	promoter_1136	2.5450541183664	13	0	TRUE	NA	NA
chr1	25246955	25249454	NM_020317	RSRP1	promoter_1137	2.59864862316335	12	0	TRUE	NA	NA
chr10	119080318	119082817	NM_003750	EIF3A	promoter_11376	2.87330429451291	8	0	TRUE	5.11660352249818	TRUE
chr10	119102112	119104611	NM_001303111	DENND10	promoter_11378	2.36116154129561	6	0	TRUE	NA	NA
chr10	119102112	119104611	NM_001303112	DENND10	promoter_11379	2.36116154129561	6	0	TRUE	NA	NA
chr1	25246955	25249454	NR_135786	RSRP1	promoter_1138	2.59864862316335	12	0	TRUE	NA	NA
chr10	119102112	119104611	NM_001303113	DENND10	promoter_11380	2.36116154129561	6	0	TRUE	NA	NA
chr10	119102112	119104611	NR_130122	DENND10	promoter_11381	2.36116154129561	6	0	TRUE	NA	NA
chr10	119102112	119104611	NM_207009	DENND10	promoter_11382	2.36116154129561	6	0	TRUE	NA	NA
chr10	119165215	119167714	NM_213649	SFXN4	promoter_11383	2.24440939821488	8	0	TRUE	NA	NA
chr10	119165193	119167692	NR_110305	SFXN4	promoter_11384	2.17304040218725	8	0	TRUE	NA	NA
chr10	119178313	119180812	NM_006793	PRDX3	promoter_11385	1.68304486123694	5	0	TRUE	NA	NA
chr10	119178313	119180812	NR_126102	PRDX3	promoter_11386	1.68304486123694	5	0	TRUE	NA	NA
chr10	119178313	119180812	NR_126103	PRDX3	promoter_11387	1.68304486123694	5	0	TRUE	NA	NA
chr10	119178313	119180812	NM_001302272	PRDX3	promoter_11388	1.68304486123694	5	0	TRUE	NA	NA
chr10	119178313	119180812	NR_126106	PRDX3	promoter_11389	1.68304486123694	5	0	TRUE	NA	NA
chr1	25246955	25249454	NR_135784	RSRP1	promoter_1139	2.59864862316335	12	0	TRUE	NA	NA
chr10	119724049	119726548	NM_014937	INPP5F	promoter_11408	1.96184450338422	7	0	TRUE	NA	NA
chr10	119873129	119875628	NM_001256379	MCMBP	promoter_11410	2.12941083242415	8	0	TRUE	3.92762230179646	TRUE
chr10	119872384	119874883	NM_024834	MCMBP	promoter_11411	2.27405932680397	8	0	TRUE	3.92762230179646	TRUE
chr10	119872344	119874843	NM_001256378	MCMBP	promoter_11412	2.27405932680397	8	0.00346708307307933	TRUE	3.92762230179646	TRUE
chr10	120849361	120851860	NM_018117	WDR11	promoter_11425	1.86041219396906	5	0	TRUE	NA	NA
chr10	121530815	121533314	NM_001320654	FGFR2	promoter_11427	2.30437499211317	7	0	TRUE	NA	NA
chr10	121593468	121595967	NM_001144914	FGFR2	promoter_11428	2.59968281385225	11	0	TRUE	NA	NA
chr10	121593468	121595967	NM_023029	FGFR2	promoter_11429	2.59968281385225	11	0	TRUE	NA	NA
chr10	121593759	121596258	NM_001144916	FGFR2	promoter_11430	2.71288808865478	10	0	TRUE	NA	NA
chr10	121593468	121595967	NM_001144913	FGFR2	promoter_11438	2.59968281385225	11	0	TRUE	NA	NA
chr10	122384068	122386567	NM_001195608	PLEKHA1	promoter_11492	2.92514606663243	13	0	TRUE	5.20658660495475	TRUE
chr10	122459552	122462051	NM_002775	HTRA1	promoter_11495	2.00932815103367	5	0	TRUE	NA	NA
chr10	124702027	124704526	NR_120630	FAM53B-AS1	promoter_11553	2.89216681051137	14	0	TRUE	NA	NA
chr10	124702027	124704526	NR_120631	FAM53B-AS1	promoter_11554	2.89216681051137	14	0	TRUE	NA	NA
chr10	124791388	124793887	NM_001304467	EEF1AKMT2	promoter_11555	2.80868703982683	10	0	TRUE	5.25606189149274	TRUE
chr10	124791388	124793887	NM_001304468	EEF1AKMT2	promoter_11556	2.80868703982683	10	0	TRUE	5.25606189149274	TRUE
chr10	124791388	124793887	NM_212554	EEF1AKMT2	promoter_11557	2.80868703982683	10	0	TRUE	5.25606189149274	TRUE
chr10	124799818	124802317	NM_032182	ABRAXAS2	promoter_11558	2.26638095526564	8	0	TRUE	NA	NA
chr10	124940122	124942621	NM_017580	ZRANB1	promoter_11559	3.00556328699322	15	0	TRUE	NA	NA
chr10	125027572	125030071	NM_022802	CTBP2	promoter_11568	2.00055573666038	6	0	TRUE	NA	NA
chr10	125718994	125721493	NR_033847	EDRF1-DT	promoter_11574	2.13140005382769	6	0.00941700282752121	TRUE	NA	NA
chr1	25428857	25431356	NM_001282564	MACO1	promoter_1158	2.94215267053493	9	0	TRUE	NA	NA
chr1	25428896	25431395	NM_018202	MACO1	promoter_1159	2.94215267053493	9	0	TRUE	NA	NA
chr1	25614790	25617289	NM_001289010	MAN1C1	promoter_1161	2.05600460437969	6	0	TRUE	NA	NA
chr1	25614790	25617289	NM_001385182	MAN1C1	promoter_1162	2.05600460437969	6	0	TRUE	NA	NA
chr1	25614790	25617289	NM_001385183	MAN1C1	promoter_1163	2.05600460437969	6	0	TRUE	NA	NA
chr1	25614790	25617289	NM_001385184	MAN1C1	promoter_1164	2.05600460437969	6	0	TRUE	NA	NA
chr1	25614790	25617289	NM_020379	MAN1C1	promoter_1165	2.05600460437969	6	0	TRUE	NA	NA
chr1	25694154	25696653	NM_001385185	MAN1C1	promoter_1166	2.16273904628199	8	0	TRUE	5.46997960775186	TRUE
chr10	131981514	131984013	NM_004052	BNIP3	promoter_11667	2.31097502503727	7	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001323086	JAKMIP3	promoter_11668	1.94356543581409	6	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001323088	JAKMIP3	promoter_11669	1.94356543581409	6	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001323087	JAKMIP3	promoter_11670	1.94356543581409	6	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001323089	JAKMIP3	promoter_11671	1.94356543581409	6	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001105521	JAKMIP3	promoter_11672	1.94356543581409	6	0	TRUE	NA	NA
chr10	132063945	132066444	NM_001323090	JAKMIP3	promoter_11673	1.94356543581409	6	0	TRUE	NA	NA
chr10	132330192	132332691	NM_001143759	LRRC27	promoter_11683	2.50618073179501	8	0	TRUE	6.17091584848117	TRUE
chr10	132330192	132332691	NM_001143758	LRRC27	promoter_11684	2.50618073179501	8	0	TRUE	6.17091584848117	TRUE
chr10	132330192	132332691	NM_001143757	LRRC27	promoter_11685	2.50618073179501	8	0	TRUE	6.17091584848117	TRUE
chr10	132330192	132332691	NM_030626	LRRC27	promoter_11686	2.50618073179501	8	0	TRUE	6.17091584848117	TRUE
chr10	133308657	133311156	NM_001256618	TUBGCP2	promoter_11717	1.97602857869623	5	0.00346708307307933	TRUE	NA	NA
chr10	133306913	133309412	NR_130127	ZNF511	promoter_11719	2.08137262959785	5	0	TRUE	5.07680693626379	TRUE
chr10	133306913	133309412	NM_145806	ZNF511	promoter_11720	NA	NA	NA	NA	5.07680693626379	TRUE
chr10	133372855	133375354	NM_004092	ECHS1	promoter_11729	2.86352316317445	13	0	TRUE	NA	NA
chr10	133377261	133379760	NM_152911	PAOX	promoter_11731	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NR_109766	PAOX	promoter_11732	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NR_109765	PAOX	promoter_11733	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NM_207127	PAOX	promoter_11734	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NM_207128	PAOX	promoter_11735	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NR_109764	PAOX	promoter_11736	2.25579683623625	5	0	TRUE	NA	NA
chr10	133377261	133379760	NR_109763	PAOX	promoter_11737	2.25579683623625	5	0	TRUE	NA	NA
chr10	133424118	133426617	NM_001012508	SPRN	promoter_11739	1.81197961682688	5	0	TRUE	NA	NA
chr1	25858959	25861458	NM_001287490	AUNIP	promoter_1174	3.18635116275366	10	0	TRUE	NA	NA
chr1	25858958	25861457	NM_024037	AUNIP	promoter_1175	3.18635116275366	10	0	TRUE	NA	NA
chr11	276406	278905	NM_001276700	NLRP6	promoter_11832	1.87593753990235	5	0	TRUE	NA	NA
chr11	276569	279068	NM_138329	NLRP6	promoter_11833	1.92265825428172	5	0	TRUE	NA	NA
chr11	287125	289624	NM_025092	PGGHG	promoter_11834	2.58175316183365	8	0	TRUE	NA	NA
chr11	306106	308605	NM_006435	IFITM2	promoter_11836	2.24949965335279	10	0	TRUE	NA	NA
chr11	312039	314538	NM_003641	IFITM1	promoter_11837	1.92367045830948	7	0	TRUE	NA	NA
chr11	320361	322860	NM_021034	IFITM3	promoter_11838	NA	NA	NA	NA	3.89925866508892	TRUE
chr11	320361	322860	NR_049759	IFITM3	promoter_11839	NA	NA	NA	NA	3.89925866508892	TRUE
chr11	416898	419397	NM_001135053	SIGIRR	promoter_11844	2.53738143474733	10	0	TRUE	NA	NA
